sample-id	Soil	Nitrogen	Cover_Crop	Grapevine	Block 	CC_and_GR	N_CC_and_GR	Treatments_by_Blocks	Soil_and_Treatment	Block_Soil_Treatment	Soil_Nitrogen	Soil_CC	Soil_GR	Soil_CC_GR	Block_Soil_N	Block_Soil
38A	Above	No_Nitrogen	Cover_Crop	Grapevine	2B	CC_GR	NoN_CC_GR	2B_NoN_CC_GR	Above_NoN_CC_GR	2B_Above_NoN_CC_GR	Above_NoN	Above_CC	Above_GR	Above_CC_GR	2B_Above_NoN	2B_Above
38B	Bag	No_Nitrogen	Cover_Crop	Grapevine	2B	CC_GR	NoN_CC_GR	2B_NoN_CC_GR	Bag_NoN_CC_GR	2B_Bag_NoN_CC_GR	Bag_NoN	Bag_CC	Bag_GR	Bag_CC_GR	2B_Bag_NoN	2B_Bag
38RS	Rhizosphere	No_Nitrogen	Cover_Crop	Grapevine	2B	CC_GR	NoN_CC_GR	2B_NoN_CC_GR	RS_NoN_CC_GR	2B_RS_NoN_CC_GR	RS_NoN	RS_CC	RS_GR	RS_CC_GR	2B_RS_NoN	2B_Rhizosphere
39A	Above	No_Nitrogen	Cover_Crop	Grapevine	2B	CC_GR	NoN_CC_GR	2B_NoN_CC_GR	Above_NoN_CC_GR	2B_Above_NoN_CC_GR	Above_NoN	Above_CC	Above_GR	Above_CC_GR	2B_Above_NoN	2B_Above
39B	Bag	No_Nitrogen	Cover_Crop	Grapevine	2B	CC_GR	NoN_CC_GR	2B_NoN_CC_GR	Bag_NoN_CC_GR	2B_Bag_NoN_CC_GR	Bag_NoN	Bag_CC	Bag_GR	Bag_CC_GR	2B_Bag_NoN	2B_Bag
39RS	Rhizosphere	No_Nitrogen	Cover_Crop	Grapevine	2B	CC_GR	NoN_CC_GR	2B_NoN_CC_GR	RS_NoN_CC_GR	2B_RS_NoN_CC_GR	RS_NoN	RS_CC	RS_GR	RS_CC_GR	2B_RS_NoN	2B_Rhizosphere
40A	Above	No_Nitrogen	Cover_Crop	No_Grapevine	2B	CC_NoGR	NoN_CC_NoGR	2B_NoN_CC_NoGR	Above_NoN_CC_NoGR	2B_Above_NoN_CC_NoGR	Above_NoN	Above_CC	Above_NoGR	Above_CC_NoGR	2B_Above_NoN	2B_Above
40B	Bag	No_Nitrogen	Cover_Crop	No_Grapevine	2B	CC_NoGR	NoN_CC_NoGR	2B_NoN_CC_NoGR	Bag_NoN_CC_NoGR	2B_Bag_NoN_CC_NoGR	Bag_NoN	Bag_CC	Bag_NoGR	Bag_CC_NoGR	2B_Bag_NoN	2B_Bag
41A	Above	No_Nitrogen	Cover_Crop	No_Grapevine	2B	CC_NoGR	NoN_CC_NoGR	2B_NoN_CC_NoGR	Above_NoN_CC_NoGR	2B_Above_NoN_CC_NoGR	Above_NoN	Above_CC	Above_NoGR	Above_CC_NoGR	2B_Above_NoN	2B_Above
41B	Bag	No_Nitrogen	Cover_Crop	No_Grapevine	2B	CC_NoGR	NoN_CC_NoGR	2B_NoN_CC_NoGR	Bag_NoN_CC_NoGR	2B_Bag_NoN_CC_NoGR	Bag_NoN	Bag_CC	Bag_NoGR	Bag_CC_NoGR	2B_Bag_NoN	2B_Bag
42A	Above	No_Nitrogen	Cover_Crop	No_Grapevine	2B	CC_NoGR	NoN_CC_NoGR	2B_NoN_CC_NoGR	Above_NoN_CC_NoGR	2B_Above_NoN_CC_NoGR	Above_NoN	Above_CC	Above_NoGR	Above_CC_NoGR	2B_Above_NoN	2B_Above
42B	Bag	No_Nitrogen	Cover_Crop	No_Grapevine	2B	CC_NoGR	NoN_CC_NoGR	2B_NoN_CC_NoGR	Bag_NoN_CC_NoGR	2B_Bag_NoN_CC_NoGR	Bag_NoN	Bag_CC	Bag_NoGR	Bag_CC_NoGR	2B_Bag_NoN	2B_Bag
43A	Above	No_Nitrogen	No_Cover_Crop	Grapevine	2B	NoCC_GR	NoN_NoCC_GR	2B_NoN_NoCC_GR	Above_NoN_NoCC_GR	2B_Above_NoN_NoCC_GR	Above_NoN	Above_NoCC	Above_GR	Above_NoCC_GR	2B_Above_NoN	2B_Above
43B	Bag	No_Nitrogen	No_Cover_Crop	Grapevine	2B	NoCC_GR	NoN_NoCC_GR	2B_NoN_NoCC_GR	Bag_NoN_NoCC_GR	2B_Bag_NoN_NoCC_GR	Bag_NoN	Bag_NoCC	Bag_GR	Bag_NoCC_GR	2B_Bag_NoN	2B_Bag
43RS	Rhizosphere	No_Nitrogen	No_Cover_Crop	Grapevine	2B	NoCC_GR	NoN_NoCC_GR	2B_NoN_NoCC_GR	RS_NoN_NoCC_GR	2B_RS_NoN_NoCC_GR	RS_NoN	RS_NoCC	RS_GR	RS_NoCC_GR	2B_RS_NoN	2B_Rhizosphere
44A	Above	No_Nitrogen	No_Cover_Crop	Grapevine	2B	NoCC_GR	NoN_NoCC_GR	2B_NoN_NoCC_GR	Above_NoN_NoCC_GR	2B_Above_NoN_NoCC_GR	Above_NoN	Above_NoCC	Above_GR	Above_NoCC_GR	2B_Above_NoN	2B_Above
44B	Bag	No_Nitrogen	No_Cover_Crop	Grapevine	2B	NoCC_GR	NoN_NoCC_GR	2B_NoN_NoCC_GR	Bag_NoN_NoCC_GR	2B_Bag_NoN_NoCC_GR	Bag_NoN	Bag_NoCC	Bag_GR	Bag_NoCC_GR	2B_Bag_NoN	2B_Bag
44RS	Rhizosphere	No_Nitrogen	No_Cover_Crop	Grapevine	2B	NoCC_GR	NoN_NoCC_GR	2B_NoN_NoCC_GR	RS_NoN_NoCC_GR	2B_RS_NoN_NoCC_GR	RS_NoN	RS_NoCC	RS_GR	RS_NoCC_GR	2B_RS_NoN	2B_Rhizosphere
45A	Above	No_Nitrogen	No_Cover_Crop	Grapevine	2B	NoCC_GR	NoN_NoCC_GR	2B_NoN_NoCC_GR	Above_NoN_NoCC_GR	2B_Above_NoN_NoCC_GR	Above_NoN	Above_NoCC	Above_GR	Above_NoCC_GR	2B_Above_NoN	2B_Above
45B	Bag	No_Nitrogen	No_Cover_Crop	Grapevine	2B	NoCC_GR	NoN_NoCC_GR	2B_NoN_NoCC_GR	Bag_NoN_NoCC_GR	2B_Bag_NoN_NoCC_GR	Bag_NoN	Bag_NoCC	Bag_GR	Bag_NoCC_GR	2B_Bag_NoN	2B_Bag
45RS	Rhizosphere	No_Nitrogen	No_Cover_Crop	Grapevine	2B	NoCC_GR	NoN_NoCC_GR	2B_NoN_NoCC_GR	RS_NoN_NoCC_GR	2B_RS_NoN_NoCC_GR	RS_NoN	RS_NoCC	RS_GR	RS_NoCC_GR	2B_RS_NoN	2B_Rhizosphere
46A	Above	No_Nitrogen	No_Cover_Crop	No_Grapevine	2B	NoCC_NoGR	NoN_NoCC_NoGR	2B_NoN_NoCC_NoGR	Above_NoN_NoCC_NoGR	2B_Above_NoN_NoCC_NoGR	Above_NoN	Above_NoCC	Above_NoGR	Above_NoCC_NoGR	2B_Above_NoN	2B_Above
46B	Bag	No_Nitrogen	No_Cover_Crop	No_Grapevine	2B	NoCC_NoGR	NoN_NoCC_NoGR	2B_NoN_NoCC_NoGR	Bag_NoN_NoCC_NoGR	2B_Bag_NoN_NoCC_NoGR	Bag_NoN	Bag_NoCC	Bag_NoGR	Bag_NoCC_NoGR	2B_Bag_NoN	2B_Bag
47A	Above	No_Nitrogen	No_Cover_Crop	No_Grapevine	2B	NoCC_NoGR	NoN_NoCC_NoGR	2B_NoN_NoCC_NoGR	Above_NoN_NoCC_NoGR	2B_Above_NoN_NoCC_NoGR	Above_NoN	Above_NoCC	Above_NoGR	Above_NoCC_NoGR	2B_Above_NoN	2B_Above
47B	Bag	No_Nitrogen	No_Cover_Crop	No_Grapevine	2B	NoCC_NoGR	NoN_NoCC_NoGR	2B_NoN_NoCC_NoGR	Bag_NoN_NoCC_NoGR	2B_Bag_NoN_NoCC_NoGR	Bag_NoN	Bag_NoCC	Bag_NoGR	Bag_NoCC_NoGR	2B_Bag_NoN	2B_Bag
48A	Above	No_Nitrogen	No_Cover_Crop	No_Grapevine	2B	NoCC_NoGR	NoN_NoCC_NoGR	2B_NoN_NoCC_NoGR	Above_NoN_NoCC_NoGR	2B_Above_NoN_NoCC_NoGR	Above_NoN	Above_NoCC	Above_NoGR	Above_NoCC_NoGR	2B_Above_NoN	2B_Above
48B	Bag	No_Nitrogen	No_Cover_Crop	No_Grapevine	2B	NoCC_NoGR	NoN_NoCC_NoGR	2B_NoN_NoCC_NoGR	Bag_NoN_NoCC_NoGR	2B_Bag_NoN_NoCC_NoGR	Bag_NoN	Bag_NoCC	Bag_NoGR	Bag_NoCC_NoGR	2B_Bag_NoN	2B_Bag
49A	Above	Nitrogen	Cover_Crop	Grapevine	3A	CC_GR	N_CC_GR	3A_N_CC_GR	Above_N_CC_GR	3A_Above_N_CC_GR	Above_N	Above_CC	Above_GR	Above_CC_GR	3A_Above_N	3A_Above
49B	Bag	Nitrogen	Cover_Crop	Grapevine	3A	CC_GR	N_CC_GR	3A_N_CC_GR	Bag_N_CC_GR	3A_Bag_N_CC_GR	Bag_N	Bag_CC	Bag_GR	Bag_CC_GR	3A_Bag_N	3A_Bag
49RS	Rhizosphere	Nitrogen	Cover_Crop	Grapevine	3A	CC_GR	N_CC_GR	3A_N_CC_GR	RS_N_CC_GR	3A_RS_N_CC_GR	RS_N	RS_CC	RS_GR	RS_CC_GR	3A_RS_N	3A_Rhizosphere
50A	Above	Nitrogen	Cover_Crop	Grapevine	3A	CC_GR	N_CC_GR	3A_N_CC_GR	Above_N_CC_GR	3A_Above_N_CC_GR	Above_N	Above_CC	Above_GR	Above_CC_GR	3A_Above_N	3A_Above
50B	Bag	Nitrogen	Cover_Crop	Grapevine	3A	CC_GR	N_CC_GR	3A_N_CC_GR	Bag_N_CC_GR	3A_Bag_N_CC_GR	Bag_N	Bag_CC	Bag_GR	Bag_CC_GR	3A_Bag_N	3A_Bag
50RS	Rhizosphere	Nitrogen	Cover_Crop	Grapevine	3A	CC_GR	N_CC_GR	3A_N_CC_GR	RS_N_CC_GR	3A_RS_N_CC_GR	RS_N	RS_CC	RS_GR	RS_CC_GR	3A_RS_N	3A_Rhizosphere
51A	Above	Nitrogen	Cover_Crop	Grapevine	3A	CC_GR	N_CC_GR	3A_N_CC_GR	Above_N_CC_GR	3A_Above_N_CC_GR	Above_N	Above_CC	Above_GR	Above_CC_GR	3A_Above_N	3A_Above
51B	Bag	Nitrogen	Cover_Crop	Grapevine	3A	CC_GR	N_CC_GR	3A_N_CC_GR	Bag_N_CC_GR	3A_Bag_N_CC_GR	Bag_N	Bag_CC	Bag_GR	Bag_CC_GR	3A_Bag_N	3A_Bag
52A	Above	Nitrogen	Cover_Crop	No_Grapevine	3A	CC_NoGR	N_CC_NoGR	3A_N_CC_NoGR	Above_N_CC_NoGR	3A_Above_N_CC_NoGR	Above_N	Above_CC	Above_NoGR	Above_CC_NoGR	3A_Above_N	3A_Above
52B	Bag	Nitrogen	Cover_Crop	No_Grapevine	3A	CC_NoGR	N_CC_NoGR	3A_N_CC_NoGR	Bag_N_CC_NoGR	3A_Bag_N_CC_NoGR	Bag_N	Bag_CC	Bag_NoGR	Bag_CC_NoGR	3A_Bag_N	3A_Bag
53A	Above	Nitrogen	Cover_Crop	No_Grapevine	3A	CC_NoGR	N_CC_NoGR	3A_N_CC_NoGR	Above_N_CC_NoGR	3A_Above_N_CC_NoGR	Above_N	Above_CC	Above_NoGR	Above_CC_NoGR	3A_Above_N	3A_Above
53B	Bag	Nitrogen	Cover_Crop	No_Grapevine	3A	CC_NoGR	N_CC_NoGR	3A_N_CC_NoGR	Bag_N_CC_NoGR	3A_Bag_N_CC_NoGR	Bag_N	Bag_CC	Bag_NoGR	Bag_CC_NoGR	3A_Bag_N	3A_Bag
54A	Above	Nitrogen	Cover_Crop	No_Grapevine	3A	CC_NoGR	N_CC_NoGR	3A_N_CC_NoGR	Above_N_CC_NoGR	3A_Above_N_CC_NoGR	Above_N	Above_CC	Above_NoGR	Above_CC_NoGR	3A_Above_N	3A_Above
54B	Bag	Nitrogen	Cover_Crop	No_Grapevine	3A	CC_NoGR	N_CC_NoGR	3A_N_CC_NoGR	Bag_N_CC_NoGR	3A_Bag_N_CC_NoGR	Bag_N	Bag_CC	Bag_NoGR	Bag_CC_NoGR	3A_Bag_N	3A_Bag
55A	Above	Nitrogen	No_Cover_Crop	Grapevine	3A	NoCC_GR	N_NoCC_GR	3A_N_NoCC_GR	Above_N_NoCC_GR	3A_Above_N_NoCC_GR	Above_N	Above_NoCC	Above_GR	Above_NoCC_GR	3A_Above_N	3A_Above
55B	Bag	Nitrogen	No_Cover_Crop	Grapevine	3A	NoCC_GR	N_NoCC_GR	3A_N_NoCC_GR	Bag_N_NoCC_GR	3A_Bag_N_NoCC_GR	Bag_N	Bag_NoCC	Bag_GR	Bag_NoCC_GR	3A_Bag_N	3A_Bag
55RS	Rhizosphere	Nitrogen	No_Cover_Crop	Grapevine	3A	NoCC_GR	N_NoCC_GR	3A_N_NoCC_GR	RS_N_NoCC_GR	3A_RS_N_NoCC_GR	RS_N	RS_NoCC	RS_GR	RS_NoCC_GR	3A_RS_N	3A_Rhizosphere
56A	Above	Nitrogen	No_Cover_Crop	Grapevine	3A	NoCC_GR	N_NoCC_GR	3A_N_NoCC_GR	Above_N_NoCC_GR	3A_Above_N_NoCC_GR	Above_N	Above_NoCC	Above_GR	Above_NoCC_GR	3A_Above_N	3A_Above
56B	Bag	Nitrogen	No_Cover_Crop	Grapevine	3A	NoCC_GR	N_NoCC_GR	3A_N_NoCC_GR	Bag_N_NoCC_GR	3A_Bag_N_NoCC_GR	Bag_N	Bag_NoCC	Bag_GR	Bag_NoCC_GR	3A_Bag_N	3A_Bag
56RS	Rhizosphere	Nitrogen	No_Cover_Crop	Grapevine	3A	NoCC_GR	N_NoCC_GR	3A_N_NoCC_GR	RS_N_NoCC_GR	3A_RS_N_NoCC_GR	RS_N	RS_NoCC	RS_GR	RS_NoCC_GR	3A_RS_N	3A_Rhizosphere
57A	Above	Nitrogen	No_Cover_Crop	Grapevine	3A	NoCC_GR	N_NoCC_GR	3A_N_NoCC_GR	Above_N_NoCC_GR	3A_Above_N_NoCC_GR	Above_N	Above_NoCC	Above_GR	Above_NoCC_GR	3A_Above_N	3A_Above
57B	Bag	Nitrogen	No_Cover_Crop	Grapevine	3A	NoCC_GR	N_NoCC_GR	3A_N_NoCC_GR	Bag_N_NoCC_GR	3A_Bag_N_NoCC_GR	Bag_N	Bag_NoCC	Bag_GR	Bag_NoCC_GR	3A_Bag_N	3A_Bag
57RS	Rhizosphere	Nitrogen	No_Cover_Crop	Grapevine	3A	NoCC_GR	N_NoCC_GR	3A_N_NoCC_GR	RS_N_NoCC_GR	3A_RS_N_NoCC_GR	RS_N	RS_NoCC	RS_GR	RS_NoCC_GR	3A_RS_N	3A_Rhizosphere
58A	Above	Nitrogen	No_Cover_Crop	No_Grapevine	3A	NoCC_NoGR	N_NoCC_NoGR	3A_N_NoCC_NoGR	Above_N_NoCC_NoGR	3A_Above_N_NoCC_NoGR	Above_N	Above_NoCC	Above_NoGR	Above_NoCC_NoGR	3A_Above_N	3A_Above
58B	Bag	Nitrogen	No_Cover_Crop	No_Grapevine	3A	NoCC_NoGR	N_NoCC_NoGR	3A_N_NoCC_NoGR	Bag_N_NoCC_NoGR	3A_Bag_N_NoCC_NoGR	Bag_N	Bag_NoCC	Bag_NoGR	Bag_NoCC_NoGR	3A_Bag_N	3A_Bag
59A	Above	Nitrogen	No_Cover_Crop	No_Grapevine	3A	NoCC_NoGR	N_NoCC_NoGR	3A_N_NoCC_NoGR	Above_N_NoCC_NoGR	3A_Above_N_NoCC_NoGR	Above_N	Above_NoCC	Above_NoGR	Above_NoCC_NoGR	3A_Above_N	3A_Above
59B	Bag	Nitrogen	No_Cover_Crop	No_Grapevine	3A	NoCC_NoGR	N_NoCC_NoGR	3A_N_NoCC_NoGR	Bag_N_NoCC_NoGR	3A_Bag_N_NoCC_NoGR	Bag_N	Bag_NoCC	Bag_NoGR	Bag_NoCC_NoGR	3A_Bag_N	3A_Bag
60A	Above	Nitrogen	No_Cover_Crop	No_Grapevine	3A	NoCC_NoGR	N_NoCC_NoGR	3A_N_NoCC_NoGR	Above_N_NoCC_NoGR	3A_Above_N_NoCC_NoGR	Above_N	Above_NoCC	Above_NoGR	Above_NoCC_NoGR	3A_Above_N	3A_Above
60B	Bag	Nitrogen	No_Cover_Crop	No_Grapevine	3A	NoCC_NoGR	N_NoCC_NoGR	3A_N_NoCC_NoGR	Bag_N_NoCC_NoGR	3A_Bag_N_NoCC_NoGR	Bag_N	Bag_NoCC	Bag_NoGR	Bag_NoCC_NoGR	3A_Bag_N	3A_Bag
61A	Above	No_Nitrogen	Cover_Crop	Grapevine	3B	CC_GR	NoN_CC_GR	3B_NoN_CC_GR	Above_NoN_CC_GR	3B_Above_NoN_CC_GR	Above_NoN	Above_CC	Above_GR	Above_CC_GR	3B_Above_NoN	3B_Above
61B	Bag	No_Nitrogen	Cover_Crop	Grapevine	3B	CC_GR	NoN_CC_GR	3B_NoN_CC_GR	Bag_NoN_CC_GR	3B_Bag_NoN_CC_GR	Bag_NoN	Bag_CC	Bag_GR	Bag_CC_GR	3B_Bag_NoN	3B_Bag
61RS	Rhizosphere	No_Nitrogen	Cover_Crop	Grapevine	3B	CC_GR	NoN_CC_GR	3B_NoN_CC_GR	RS_NoN_CC_GR	3B_RS_NoN_CC_GR	RS_NoN	RS_CC	RS_GR	RS_CC_GR	3B_RS_NoN	3B_Rhizosphere
62A	Above	No_Nitrogen	Cover_Crop	Grapevine	3B	CC_GR	NoN_CC_GR	3B_NoN_CC_GR	Above_NoN_CC_GR	3B_Above_NoN_CC_GR	Above_NoN	Above_CC	Above_GR	Above_CC_GR	3B_Above_NoN	3B_Above
62B	Bag	No_Nitrogen	Cover_Crop	Grapevine	3B	CC_GR	NoN_CC_GR	3B_NoN_CC_GR	Bag_NoN_CC_GR	3B_Bag_NoN_CC_GR	Bag_NoN	Bag_CC	Bag_GR	Bag_CC_GR	3B_Bag_NoN	3B_Bag
62RS	Rhizosphere	No_Nitrogen	Cover_Crop	Grapevine	3B	CC_GR	NoN_CC_GR	3B_NoN_CC_GR	RS_NoN_CC_GR	3B_RS_NoN_CC_GR	RS_NoN	RS_CC	RS_GR	RS_CC_GR	3B_RS_NoN	3B_Rhizosphere
63A	Above	No_Nitrogen	Cover_Crop	Grapevine	3B	CC_GR	NoN_CC_GR	3B_NoN_CC_GR	Above_NoN_CC_GR	3B_Above_NoN_CC_GR	Above_NoN	Above_CC	Above_GR	Above_CC_GR	3B_Above_NoN	3B_Above
63B	Bag	No_Nitrogen	Cover_Crop	Grapevine	3B	CC_GR	NoN_CC_GR	3B_NoN_CC_GR	Bag_NoN_CC_GR	3B_Bag_NoN_CC_GR	Bag_NoN	Bag_CC	Bag_GR	Bag_CC_GR	3B_Bag_NoN	3B_Bag
63RS	Rhizosphere	No_Nitrogen	Cover_Crop	Grapevine	3B	CC_GR	NoN_CC_GR	3B_NoN_CC_GR	RS_NoN_CC_GR	3B_RS_NoN_CC_GR	RS_NoN	RS_CC	RS_GR	RS_CC_GR	3B_RS_NoN	3B_Rhizosphere
64A	Above	No_Nitrogen	Cover_Crop	No_Grapevine	3B	CC_NoGR	NoN_CC_NoGR	3B_NoN_CC_NoGR	Above_NoN_CC_NoGR	3B_Above_NoN_CC_NoGR	Above_NoN	Above_CC	Above_NoGR	Above_CC_NoGR	3B_Above_NoN	3B_Above
64B	Bag	No_Nitrogen	Cover_Crop	No_Grapevine	3B	CC_NoGR	NoN_CC_NoGR	3B_NoN_CC_NoGR	Bag_NoN_CC_NoGR	3B_Bag_NoN_CC_NoGR	Bag_NoN	Bag_CC	Bag_NoGR	Bag_CC_NoGR	3B_Bag_NoN	3B_Bag
65A	Above	No_Nitrogen	Cover_Crop	No_Grapevine	3B	CC_NoGR	NoN_CC_NoGR	3B_NoN_CC_NoGR	Above_NoN_CC_NoGR	3B_Above_NoN_CC_NoGR	Above_NoN	Above_CC	Above_NoGR	Above_CC_NoGR	3B_Above_NoN	3B_Above
65B	Bag	No_Nitrogen	Cover_Crop	No_Grapevine	3B	CC_NoGR	NoN_CC_NoGR	3B_NoN_CC_NoGR	Bag_NoN_CC_NoGR	3B_Bag_NoN_CC_NoGR	Bag_NoN	Bag_CC	Bag_NoGR	Bag_CC_NoGR	3B_Bag_NoN	3B_Bag
66A	Above	No_Nitrogen	Cover_Crop	No_Grapevine	3B	CC_NoGR	NoN_CC_NoGR	3B_NoN_CC_NoGR	Above_NoN_CC_NoGR	3B_Above_NoN_CC_NoGR	Above_NoN	Above_CC	Above_NoGR	Above_CC_NoGR	3B_Above_NoN	3B_Above
66B	Bag	No_Nitrogen	Cover_Crop	No_Grapevine	3B	CC_NoGR	NoN_CC_NoGR	3B_NoN_CC_NoGR	Bag_NoN_CC_NoGR	3B_Bag_NoN_CC_NoGR	Bag_NoN	Bag_CC	Bag_NoGR	Bag_CC_NoGR	3B_Bag_NoN	3B_Bag
67A	Above	No_Nitrogen	No_Cover_Crop	Grapevine	3B	NoCC_GR	NoN_NoCC_GR	3B_NoN_NoCC_GR	Above_NoN_NoCC_GR	3B_Above_NoN_NoCC_GR	Above_NoN	Above_NoCC	Above_GR	Above_NoCC_GR	3B_Above_NoN	3B_Above
67B	Bag	No_Nitrogen	No_Cover_Crop	Grapevine	3B	NoCC_GR	NoN_NoCC_GR	3B_NoN_NoCC_GR	Bag_NoN_NoCC_GR	3B_Bag_NoN_NoCC_GR	Bag_NoN	Bag_NoCC	Bag_GR	Bag_NoCC_GR	3B_Bag_NoN	3B_Bag
67RS	Rhizosphere	No_Nitrogen	No_Cover_Crop	Grapevine	3B	NoCC_GR	NoN_NoCC_GR	3B_NoN_NoCC_GR	RS_NoN_NoCC_GR	3B_RS_NoN_NoCC_GR	RS_NoN	RS_NoCC	RS_GR	RS_NoCC_GR	3B_RS_NoN	3B_Rhizosphere
68A	Above	No_Nitrogen	No_Cover_Crop	Grapevine	3B	NoCC_GR	NoN_NoCC_GR	3B_NoN_NoCC_GR	Above_NoN_NoCC_GR	3B_Above_NoN_NoCC_GR	Above_NoN	Above_NoCC	Above_GR	Above_NoCC_GR	3B_Above_NoN	3B_Above
68B	Bag	No_Nitrogen	No_Cover_Crop	Grapevine	3B	NoCC_GR	NoN_NoCC_GR	3B_NoN_NoCC_GR	Bag_NoN_NoCC_GR	3B_Bag_NoN_NoCC_GR	Bag_NoN	Bag_NoCC	Bag_GR	Bag_NoCC_GR	3B_Bag_NoN	3B_Bag
68RS	Rhizosphere	No_Nitrogen	No_Cover_Crop	Grapevine	3B	NoCC_GR	NoN_NoCC_GR	3B_NoN_NoCC_GR	RS_NoN_NoCC_GR	3B_RS_NoN_NoCC_GR	RS_NoN	RS_NoCC	RS_GR	RS_NoCC_GR	3B_RS_NoN	3B_Rhizosphere
69A	Above	No_Nitrogen	No_Cover_Crop	Grapevine	3B	NoCC_GR	NoN_NoCC_GR	3B_NoN_NoCC_GR	Above_NoN_NoCC_GR	3B_Above_NoN_NoCC_GR	Above_NoN	Above_NoCC	Above_GR	Above_NoCC_GR	3B_Above_NoN	3B_Above
69B	Bag	No_Nitrogen	No_Cover_Crop	Grapevine	3B	NoCC_GR	NoN_NoCC_GR	3B_NoN_NoCC_GR	Bag_NoN_NoCC_GR	3B_Bag_NoN_NoCC_GR	Bag_NoN	Bag_NoCC	Bag_GR	Bag_NoCC_GR	3B_Bag_NoN	3B_Bag
69RS	Rhizosphere	No_Nitrogen	No_Cover_Crop	Grapevine	3B	NoCC_GR	NoN_NoCC_GR	3B_NoN_NoCC_GR	RS_NoN_NoCC_GR	3B_RS_NoN_NoCC_GR	RS_NoN	RS_NoCC	RS_GR	RS_NoCC_GR	3B_RS_NoN	3B_Rhizosphere
70A	Above	No_Nitrogen	No_Cover_Crop	No_Grapevine	3B	NoCC_NoGR	NoN_NoCC_NoGR	3B_NoN_NoCC_NoGR	Above_NoN_NoCC_NoGR	3B_Above_NoN_NoCC_NoGR	Above_NoN	Above_NoCC	Above_NoGR	Above_NoCC_NoGR	3B_Above_NoN	3B_Above
70B	Bag	No_Nitrogen	No_Cover_Crop	No_Grapevine	3B	NoCC_NoGR	NoN_NoCC_NoGR	3B_NoN_NoCC_NoGR	Bag_NoN_NoCC_NoGR	3B_Bag_NoN_NoCC_NoGR	Bag_NoN	Bag_NoCC	Bag_NoGR	Bag_NoCC_NoGR	3B_Bag_NoN	3B_Bag
71A	Above	No_Nitrogen	No_Cover_Crop	No_Grapevine	3B	NoCC_NoGR	NoN_NoCC_NoGR	3B_NoN_NoCC_NoGR	Above_NoN_NoCC_NoGR	3B_Above_NoN_NoCC_NoGR	Above_NoN	Above_NoCC	Above_NoGR	Above_NoCC_NoGR	3B_Above_NoN	3B_Above
71B	Bag	No_Nitrogen	No_Cover_Crop	No_Grapevine	3B	NoCC_NoGR	NoN_NoCC_NoGR	3B_NoN_NoCC_NoGR	Bag_NoN_NoCC_NoGR	3B_Bag_NoN_NoCC_NoGR	Bag_NoN	Bag_NoCC	Bag_NoGR	Bag_NoCC_NoGR	3B_Bag_NoN	3B_Bag
72A	Above	No_Nitrogen	No_Cover_Crop	No_Grapevine	3B	NoCC_NoGR	NoN_NoCC_NoGR	3B_NoN_NoCC_NoGR	Above_NoN_NoCC_NoGR	3B_Above_NoN_NoCC_NoGR	Above_NoN	Above_NoCC	Above_NoGR	Above_NoCC_NoGR	3B_Above_NoN	3B_Above
72B	Bag	No_Nitrogen	No_Cover_Crop	No_Grapevine	3B	NoCC_NoGR	NoN_NoCC_NoGR	3B_NoN_NoCC_NoGR	Bag_NoN_NoCC_NoGR	3B_Bag_NoN_NoCC_NoGR	Bag_NoN	Bag_NoCC	Bag_NoGR	Bag_NoCC_NoGR	3B_Bag_NoN	3B_Bag
73A	Above	Nitrogen	Cover_Crop	Grapevine	3B	CC_GR	N_CC_GR	3B_N_CC_GR	Above_N_CC_GR	3B_Above_N_CC_GR	Above_N	Above_CC	Above_GR	Above_CC_GR	3B_Above_N	3B_Above
73B	Bag	Nitrogen	Cover_Crop	Grapevine	4A	CC_GR	N_CC_GR	4A_N_CC_GR	Bag_N_CC_GR	4A_Bag_N_CC_GR	Bag_N	Bag_CC	Bag_GR	Bag_CC_GR	4A_Bag_N	4A_Bag
73RS	Rhizosphere	Nitrogen	Cover_Crop	Grapevine	4A	CC_GR	N_CC_GR	4A_N_CC_GR	RS_N_CC_GR	4A_RS_N_CC_GR	RS_N	RS_CC	RS_GR	RS_CC_GR	4A_RS_N	4A_Rhizosphere
74A	Above	Nitrogen	Cover_Crop	Grapevine	4A	CC_GR	N_CC_GR	4A_N_CC_GR	Above_N_CC_GR	4A_Above_N_CC_GR	Above_N	Above_CC	Above_GR	Above_CC_GR	4A_Above_N	4A_Above
74B	Bag	Nitrogen	Cover_Crop	Grapevine	4A	CC_GR	N_CC_GR	4A_N_CC_GR	Bag_N_CC_GR	4A_Bag_N_CC_GR	Bag_N	Bag_CC	Bag_GR	Bag_CC_GR	4A_Bag_N	4A_Bag
74RS	Rhizosphere	Nitrogen	Cover_Crop	Grapevine	4A	CC_GR	N_CC_GR	4A_N_CC_GR	RS_N_CC_GR	4A_RS_N_CC_GR	RS_N	RS_CC	RS_GR	RS_CC_GR	4A_RS_N	4A_Rhizosphere
75A	Above	Nitrogen	Cover_Crop	Grapevine	4A	CC_GR	N_CC_GR	4A_N_CC_GR	Above_N_CC_GR	4A_Above_N_CC_GR	Above_N	Above_CC	Above_GR	Above_CC_GR	4A_Above_N	4A_Above
